Time,Milliseconds,OLE Automation Date,1020.1: CH1 Act I,1021.1: CH1 Act U,1022.1: CH1 Act P,1044.1: LR1 Temp,1046.1: Differential Voltage,1046.2: Differential Voltage
12:53:22,879,46146.53707036055,0.0013967514969408512,0.579197883605957,0.0007893312722444534,-55.4984130859375,-6.902483278281579e-07,-1.072862460205215e-06
12:53:22,975,46146.53707147787,0.0013448715908452868,-0.008714437484741211,-1.1719799658749253e-05,-55.4984130859375,-6.902483278281579e-07,-1.072862460205215e-06
12:53:23,71,46146.5370725882,0.0013494492741301656,-0.008731365203857422,-1.1782534784288146e-05,-55.4984130859375,-6.902483278281579e-07,-1.072862460205215e-06
12:53:23,168,46146.53707371145,0.001363563584163785,-0.009096384048461914,-1.217968383571133e-05,-55.4984130859375,-6.902483278281579e-07,-1.072862460205215e-06
12:53:23,340,46146.53707570456,0.0013580323429778218,-0.008835077285766602,-1.1998320587736089e-05,-55.4984130859375,-6.902483278281579e-07,-1.072862460205215e-06
12:53:23,440,46146.537076856446,0.0013795853592455387,-0.008655071258544922,-1.207412606163416e-05,-55.4984130859375,-7.015440246505023e-07,-1.072862460205215e-06
12:53:23,536,46146.53707796987,0.0013935089809820056,-0.008609533309936523,-1.1777752661146224e-05,-55.4984130859375,-7.015440246505023e-07,-1.072862460205215e-06
12:53:23,631,46146.5370790638,0.001355934189632535,-0.008849382400512695,-1.2113753655285109e-05,-55.4984130859375,-7.015440246505023e-07,-1.0626050652717822e-06
12:53:23,728,46146.537080187685,0.0013439179165288806,-0.008991718292236328,-1.2084131412848365e-05,-55.4984130859375,-7.015440246505023e-07,-1.0626050652717822e-06
12:53:23,910,46146.53708229343,0.0013645172584801912,-0.008699655532836914,-1.2296281965973321e-05,-55.4984130859375,-7.015440246505023e-07,-1.0626050652717822e-06
12:53:24,1,46146.53708334678,0.0013380051823332906,-0.00890660285949707,-1.236046682606684e-05,-55.4984130859375,-7.015440246505023e-07,-1.0626050652717822e-06
12:53:24,95,46146.537084441254,0.0013441086048260331,-0.008673667907714844,-1.1658351468213368e-05,-55.4984130859375,-7.015440246505023e-07,-1.0626050652717822e-06
12:53:24,191,46146.53708555351,0.0014026642311364412,-0.008977890014648438,-1.2592965504154563e-05,-55.4984130859375,-7.015440246505023e-07,-1.0626050652717822e-06
12:53:24,288,46146.53708667536,0.0013862610794603825,-0.008777856826782227,-1.1923961210413836e-05,-55.4984130859375,-7.015440246505023e-07,-1.0626050652717822e-06
12:53:24,467,46146.5370887439,0.0013710022903978825,-0.00864410400390625,-1.1851086128444877e-05,-55.4984130859375,-6.942537424947659e-07,-1.0626050652717822e-06
12:53:24,560,46146.537089822974,0.0013082504738122225,-0.009076118469238281,-1.2292770406929776e-05,-55.4984130859375,-6.942537424947659e-07,-1.0626050652717822e-06
12:53:24,656,46146.53709093323,0.0013854980934411287,-0.008348703384399414,-1.2328849152254406e-05,-55.4984130859375,-6.942537424947659e-07,-1.070616008291836e-06
12:53:24,752,46146.53709204224,0.0014240265591070056,-0.008800506591796875,-1.1952209206356201e-05,-55.4984130859375,-6.942537424947659e-07,-1.070616008291836e-06
12:53:24,848,46146.53709315392,0.0013574600452557206,-0.008830070495605469,-1.1986468052782584e-05,-55.4984130859375,-6.942537424947659e-07,-1.070616008291836e-06
12:53:25,24,46146.53709519432,0.001366615411825478,-0.009070158004760742,-1.235235140484292e-05,-55.4984130859375,-6.942537424947659e-07,-1.070616008291836e-06
12:53:25,121,46146.53709631648,0.0013641357654705644,-0.008766651153564453,-1.2507353858381975e-05,-55.4984130859375,-6.942537424947659e-07,-1.070616008291836e-06
12:53:25,216,46146.537097413064,0.001386451767757535,-0.008669376373291016,-1.201967188535491e-05,-55.4984130859375,-6.942537424947659e-07,-1.070616008291836e-06
12:53:25,311,46146.53709851792,0.0013986588455736637,-0.009067535400390625,-1.268238884222228e-05,-55.4984130859375,-6.942537424947659e-07,-1.070616008291836e-06
12:53:25,408,46146.53709963446,0.0013517379993572831,-0.009073257446289062,-1.2489643268054351e-05,-55.4984130859375,-6.942537424947659e-07,-1.070616008291836e-06
12:53:25,545,46146.53710121733,0.001426315400749445,-0.00905466079711914,-1.2436787983460817e-05,-55.4984130859375,-6.922828106326051e-07,-1.070616008291836e-06
12:53:25,648,46146.53710241674,0.001378059503622353,-0.00887608528137207,-1.2231773325765971e-05,-55.4984130859375,-6.922828106326051e-07,-1.070616008291836e-06
12:53:25,744,46146.537103519804,0.0014251709217205644,-0.009087800979614258,-1.2951669305039104e-05,-55.4984130859375,-6.922828106326051e-07,-1.0746426823970978e-06
12:53:25,839,46146.53710462627,0.0013956070179119706,-0.008544683456420898,-1.206192155223107e-05,-55.4984130859375,-6.922828106326051e-07,-1.0746426823970978e-06
12:53:25,936,46146.53710575183,0.0013778686989098787,-0.009124755859375,-1.2042273738188669e-05,-55.4984130859375,-6.922828106326051e-07,-1.0746426823970978e-06
12:53:26,33,46146.53710686572,0.0014476777287200093,-0.008873462677001953,-1.2233213055878878e-05,-55.4984130859375,-6.922828106326051e-07,-1.0746426823970978e-06
12:53:26,191,46146.537108697245,0.0014442444080486894,-0.008864402770996094,-1.2759585843014065e-05,-55.4984130859375,-6.922828106326051e-07,-1.0746426823970978e-06
12:53:26,289,46146.537109835146,0.0013906479580327868,-0.008832931518554688,-1.2283498108445201e-05,-55.4984130859375,-6.922828106326051e-07,-1.0746426823970978e-06
12:53:26,384,46146.53711093169,0.0014223098987713456,-0.008912086486816406,-1.2675748621404637e-05,-55.4984130859375,-6.922828106326051e-07,-1.0746426823970978e-06
12:53:26,480,46146.53711203824,0.0014423370594158769,-0.008849620819091797,-1.2580152542795986e-05,-55.4984130859375,-7.06121682014782e-07,-1.0746426823970978e-06
12:53:26,575,46146.537113147686,0.0014099121326580644,-0.009095191955566406,-1.3031797607254703e-05,-55.4984130859375,-7.06121682014782e-07,-1.0746426823970978e-06
12:53:26,736,46146.53711500398,0.0014261245960369706,-0.008796215057373047,-1.2798453099094331e-05,-55.4984130859375,-7.06121682014782e-07,-1.0682636002457002e-06
12:53:26,831,46146.537116105,0.0014404297107830644,-0.009046077728271484,-1.3312040209711995e-05,-55.4984130859375,-7.06121682014782e-07,-1.0682636002457002e-06
12:53:26,929,46146.53711723409,0.0014268875820562243,-0.009061336517333984,-1.2929508557135705e-05,-55.4984130859375,-7.06121682014782e-07,-1.0682636002457002e-06
12:53:27,24,46146.53711834311,0.00142078404314816,-0.008632421493530273,-1.2264807082829066e-05,-55.4984130859375,-7.06121682014782e-07,-1.0682636002457002e-06
12:53:27,120,46146.53711944764,0.00142250070348382,-0.008795976638793945,-1.26532095237053e-05,-55.4984130859375,-7.06121682014782e-07,-1.0682636002457002e-06
12:53:27,275,46146.53712123852,0.0014898300869390368,-0.009210586547851562,-1.3381392818700988e-05,-55.4984130859375,-7.06121682014782e-07,-1.0682636002457002e-06
12:53:27,376,46146.537122417525,0.0014764786465093493,-0.008683919906616211,-1.3368066902330611e-05,-55.4984130859375,-7.06121682014782e-07,-1.0682636002457002e-06
12:53:27,472,46146.537123522976,0.001475524972192943,-0.008881568908691406,-1.258639258594485e-05,-55.4984130859375,-7.06121682014782e-07,-1.0682636002457002e-06
12:53:27,568,46146.537124630704,0.00148181919939816,-0.008977174758911133,-1.3302549632498994e-05,-55.4984130859375,-6.999334232205001e-07,-1.0682636002457002e-06
12:53:27,664,46146.53712574802,0.001455116318538785,-0.008734464645385742,-1.2709661859844346e-05,-55.4984130859375,-6.999334232205001e-07,-1.0691325087464065e-06
12:53:27,838,46146.537127756164,0.0014881134266033769,-0.00870203971862793,-1.2845055607613176e-05,-55.4984130859375,-6.999334232205001e-07,-1.0691325087464065e-06
12:53:27,984,46146.53712944564,0.001464462373405695,0.2686142921447754,0.0003933755215257406,-55.4984130859375,-6.999334232205001e-07,-1.0691325087464065e-06
12:53:28,81,46146.53713056988,0.0014936447842046618,1.0000085830688477,0.00157853530254215,-55.4984130859375,-6.999334232205001e-07,-1.0691325087464065e-06
12:53:28,177,46146.53713167991,0.0014844895340502262,0.9999743700027466,0.0015417331596836448,-55.4984130859375,-6.999334232205001e-07,-1.0691325087464065e-06
12:53:28,272,46146.53713277916,0.0014883042313158512,0.9999964237213135,0.0014902149559929967,-55.4984130859375,-6.999334232205001e-07,-1.0691325087464065e-06
12:53:28,448,46146.5371348178,0.0015413285000249743,0.9999934434890747,0.0015176674351096153,-55.4984130859375,-6.999334232205001e-07,-1.0691325087464065e-06
12:53:28,545,46146.537135941064,0.0015037537086755037,1.0000159740447998,0.0015259009087458253,-55.4984130859375,-6.960127052479947e-07,-1.0691325087464065e-06
