Time,Milliseconds,OLE Automation Date,105.1: Error Number,1012.1: CH1 Nom I,1013.1: CH1 Nom U,1020.1: CH1 Act I,1021.1: CH1 Act U,1022.1: CH1 Act P,1044.1: LR1 Temp,1044.2: LR2 Temp,1046.1: Differential Voltage,1046.2: Differential Voltage
12:16:01,528,46146.51112879811,0,0.0,0.0,0.0002742767392192036,2.00006103515625,0.0005390177248045802,-55.4984130859375,-55.4984130859375,-6.789102258153434e-07,-1.0440616051710094e-06
12:16:01,735,46146.51113120157,0,0.0,0.0,0.00023059846716932952,2.618028163909912,0.0006062100292183459,-55.4984130859375,-55.4984130859375,-6.789102258153434e-07,-1.0440616051710094e-06
12:16:01,995,46146.51113420626,0,0.0,0.0,0.0004936218610964715,3.175572156906128,0.0016504935920238495,-55.4984130859375,-55.4984130859375,-6.754981427548046e-07,-1.0440616051710094e-06
12:16:02,215,46146.511136757814,0,0.0,0.0,0.00035724640474654734,3.6180310249328613,0.0011938465759158134,-55.4984130859375,-55.4984130859375,-6.754981427548046e-07,-1.0440616051710094e-06
12:16:02,424,46146.51113917603,0,0.0,0.0,0.00038585663423873484,3.902172327041626,0.0019276489038020372,-55.4984130859375,-55.4984130859375,-6.754981427548046e-07,-1.060846216205391e-06
12:16:02,712,46146.51114250525,0,0.0,0.0,0.00037822723970748484,3.9854981899261475,0.0018455131212249398,-55.4984130859375,-55.4984130859375,-6.754981427548046e-07,-1.060846216205391e-06
12:16:02,920,46146.51114490776,0,0.0,0.0,0.0004377365403342992,3.902282238006592,0.0016798166325315833,-55.4984130859375,-55.4984130859375,-6.754981427548046e-07,-1.060846216205391e-06
12:16:03,272,46146.5111489833,0,0.0,0.0,0.00039291384746320546,3.6180410385131836,0.001421578461304307,-55.4984130859375,-55.4984130859375,-6.790585302951513e-07,-1.060846216205391e-06
12:16:03,480,46146.51115140038,0,0.0,0.0,0.0006391525384970009,3.1755666732788086,0.0020296715665608644,-55.4984130859375,-55.4984130859375,-6.790585302951513e-07,-1.060846216205391e-06
12:16:03,769,46146.51115473389,0,0.0,0.0,0.0003942489856854081,2.6180529594421387,0.0010176664218306541,-55.4984130859375,-55.4984130859375,-6.790585302951513e-07,-1.038509026329848e-06
12:16:03,976,46146.511157130204,0,0.0,0.0,0.0004222870047669858,2.000006675720215,0.0009140045149251819,-55.4984130859375,-55.4984130859375,-6.790585302951513e-07,-1.038509026329848e-06
12:16:04,184,46146.51115954506,0,0.0,0.0,0.00036430361797101796,1.3819966316223145,0.0005168910138309002,-55.4984130859375,-55.4984130859375,-6.747351903868548e-07,-1.038509026329848e-06
12:16:04,455,46146.51116267922,0,0.0,0.0,0.0003501892206259072,0.8244295120239258,0.000300657149637118,-55.4984130859375,-55.4984130859375,-6.747351903868548e-07,-1.038509026329848e-06
12:16:04,664,46146.511165096264,0,0.0,0.0,0.0003196716425009072,0.38196301460266113,0.00012210274871904403,-55.4984130859375,-55.4984130859375,-6.747351903868548e-07,-1.0552512321737595e-06
12:16:04,968,46146.5111686208,0,0.0,0.0,0.0003383636649232358,0.09788203239440918,3.3119722502306104e-05,-55.4984130859375,-55.4984130859375,-6.747351903868548e-07,-1.0552512321737595e-06
12:16:05,176,46146.51117102378,0,0.0,0.0,0.0002948761102743447,0.0,0.0,-55.4984130859375,-55.4984130859375,-6.779353043384617e-07,-1.0552512321737595e-06
12:16:05,441,46146.51117409582,0,0.0,0.0,0.0003480911545921117,0.0978844165802002,3.407269832678139e-05,-55.4984130859375,-55.4984130859375,-6.779353043384617e-07,-1.0552512321737595e-06
12:16:05,673,46146.51117677277,0,0.0,0.0,0.00035152435884810984,0.3819715976715088,0.00013427232624962926,-55.4984130859375,-55.4984130859375,-6.779353043384617e-07,-1.0566711807769025e-06
12:16:05,880,46146.51117917704,0,0.0,0.0,0.0003679275687318295,0.8244290351867676,0.0003303777484688908,-55.4984130859375,-55.4984130859375,-6.779353043384617e-07,-1.0566711807769025e-06
12:16:06,168,46146.51118251085,0,0.0,0.0,0.0004583359113894403,1.3819392919540405,0.0005530049093067646,-55.4984130859375,-55.4984130859375,-6.73166937303904e-07,-1.0566711807769025e-06
12:16:06,377,46146.51118492179,0,0.0,0.0,0.0005611419910565019,2.000016689300537,0.0010334101971238852,-55.4984130859375,-55.4984130859375,-6.73166937303904e-07,-1.0566711807769025e-06
