Time,Milliseconds,OLE Automation Date,105.1: Error Number,1012.1: CH1 Nom I,1013.1: CH1 Nom U,1020.1: CH1 Act I,1021.1: CH1 Act U,1022.1: CH1 Act P,1044.1: LR1 Temp,1044.2: LR2 Temp,1045.1: HR1 Temp,1045.2: HR2 Temp,1048.1: HR Temp Differential Input,1048.2: HR Temp Differential Input,1046.1: Differential Voltage,1046.2: Differential Voltage
10:01:17,525,46146.417563954376,0,0.0,0.0,-0.0018207550747320056,2.9377639293670654e-05,-1.2194584542157827e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.659825544375053e-07,-1.052390302902495e-06
10:01:18,537,46146.41757566994,0,0.0,0.0,-0.0017684937920421362,2.3268163204193115e-05,-4.144694898400303e-08,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.64732226596243e-07,-1.0421541674077162e-06
10:01:19,548,46146.4175873712,0,0.0,0.0,-0.0018152238335460424,8.849799633026123e-05,-1.5416188148265064e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,nan,nan,-6.666184049208823e-07,-1.0421541674077162e-06
10:01:20,552,46146.41759898483,0,0.0,0.0,-0.0017820359207689762,0.00010223686695098877,-7.37207344059243e-08,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,nan,nan,-6.682078605990682e-07,-1.0388057489763014e-06
10:01:21,544,46146.417610473196,0,0.0,0.0,-0.0018424988957121968,1.6398727893829346e-05,-1.3734614867644268e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.816228506068001e-07,-1.0508219929761253e-06
10:01:22,553,46146.41762214553,0,0.0,0.0,-0.0017402649391442537,9.688735008239746e-05,-1.6999564422803815e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,nan,nan,-6.704754582642636e-07,-1.0342280347686028e-06
10:01:23,544,46146.41763361732,0,0.0,0.0,-0.0017797470791265368,6.218254566192627e-05,-1.083089955500327e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.72573548854416e-07,-1.0541068604652537e-06
10:01:24,552,46146.41764528577,0,0.0,0.0,-0.0017805100651457906,4.6156346797943115e-05,-8.218184177621879e-08,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.662793339273776e-07,-1.0464563047207776e-06
10:01:25,544,46146.4176567683,0,0.0,0.0,-0.00168952951207757,6.332248449325562e-05,-1.1152646095524688e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.708781370434735e-07,-1.0489782198419562e-06
10:01:26,542,46146.41766831462,0,0.0,0.0,-0.001775550888851285,5.7220458984375e-06,-3.122852092474204e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,nan,nan,-6.708781370434735e-07,-1.0418574447612627e-06
