Time,Milliseconds,OLE Automation Date,1020.1: CH1 Act I,1021.1: CH1 Act U,1022.1: CH1 Act P,1044.1: LR1 Temp,1046.1: Differential Voltage,1046.2: Differential Voltage
10:28:30,50,46147.436458922515,0.002527237171307206,-0.00011360645294189453,-2.725707304307434e-07,-55.4984130859375,-6.295098273767508e-07,-9.989632872020593e-07
10:28:30,156,46147.436460144134,0.00261440291069448,1.845595121383667,0.00530704390257597,-55.4984130859375,-6.295098273767508e-07,-9.989632872020593e-07
10:28:30,307,46147.436461887024,0.0028537751641124487,2.0489773750305176,0.009293674491345882,-55.4984130859375,-6.295098273767508e-07,-9.989632872020593e-07
10:28:30,410,46147.4364630882,0.00293140416033566,3.17557430267334,0.00938525889068842,-55.4984130859375,-6.295098273767508e-07,-9.989632872020593e-07
10:28:30,595,46147.43646522559,0.0029602053109556437,3.6140434741973877,0.010679698549211025,-55.4984130859375,-6.295098273767508e-07,-9.989632872020593e-07
10:28:30,739,46147.436466887084,0.00313491839915514,3.9020917415618896,0.012245390564203262,-55.4984130859375,-6.295098273767508e-07,-9.989632872020593e-07
10:28:30,842,46147.43646808647,0.003084564348682761,3.9021236896514893,0.012250701896846294,-55.4984130859375,-6.295098273767508e-07,-1.006571551442903e-06
10:28:30,979,46147.43646966578,0.003101539798080921,3.1755707263946533,0.009695312939584255,-55.4984130859375,-6.338331672850472e-07,-1.006571551442903e-06
10:28:31,187,46147.43647207526,0.003066635224968195,2.533820629119873,0.007770303636789322,-55.4984130859375,-6.338331672850472e-07,-1.006571551442903e-06
10:28:31,331,46147.4364737402,0.0030694962479174137,1.9999926090240479,0.0026684259064495564,-55.4984130859375,-6.338331672850472e-07,-1.006571551442903e-06
10:28:31,436,46147.43647495383,0.0028881074395030737,0.8244309425354004,0.0024047894403338432,-55.4984130859375,-6.338331672850472e-07,-1.006571551442903e-06
10:28:31,637,46147.43647728798,0.002926445100456476,0.09966087341308594,0.0002917091187555343,-55.4984130859375,-6.338331672850472e-07,-1.006571551442903e-06
10:28:31,779,46147.436478928576,0.002926826709881425,0.09788250923156738,0.00028648515581153333,-55.4984130859375,-6.338331672850472e-07,-1.006571551442903e-06
10:28:31,923,46147.43648059131,0.0029609680641442537,0.7199139595031738,0.002129307948052883,-55.4984130859375,-6.319682483990618e-07,-1.000065253720095e-06
10:28:32,27,46147.43648180418,0.002980995224788785,0.8244218826293945,0.002497538225725293,-55.4984130859375,-6.319682483990618e-07,-1.000065253720095e-06
10:28:32,275,46147.43648466711,0.0031011581886559725,1.1629259586334229,0.0038262316957116127,-55.4984130859375,-6.319682483990618e-07,-1.000065253720095e-06
10:28:32,419,46147.436486334125,0.00326881418004632,2.557124376296997,0.008358764462172985,-55.4984130859375,-6.319682483990618e-07,-1.000065253720095e-06
10:28:32,563,46147.43648800186,0.003309250110760331,3.7957561016082764,0.012940472923219204,-55.4984130859375,-6.319682483990618e-07,-1.000065253720095e-06
10:28:32,754,46147.43649021709,0.003475380130112171,3.902132272720337,0.013526352122426033,-55.4984130859375,-6.319682483990618e-07,-1.000065253720095e-06
10:28:32,858,46147.436491416884,0.0034721377305686474,3.9020698070526123,0.013548524118959904,-55.4984130859375,-6.319682483990618e-07,-9.956995654647471e-07
10:28:32,994,46147.43649299436,0.00348243722692132,3.4619462490081787,0.012124023400247097,-55.4984130859375,-6.36397487596696e-07,-9.956995654647471e-07
10:28:33,139,46147.4364946701,0.0034387591294944286,3.1726932525634766,0.00693700835108757,-55.4984130859375,-6.36397487596696e-07,-9.956995654647471e-07
10:28:33,243,46147.43649587524,0.0034093859139829874,2.000002861022949,0.006935892626643181,-55.4984130859375,-6.36397487596696e-07,-9.956995654647471e-07
10:28:33,427,46147.436498001705,0.0034402848687022924,1.3605997562408447,0.00468085054308176,-55.4984130859375,-6.36397487596696e-07,-9.956995654647471e-07
10:28:33,571,46147.43649966528,0.0033885957673192024,0.8244423866271973,0.0005275059957057238,-55.4984130859375,-6.36397487596696e-07,-9.956995654647471e-07
10:28:33,715,46147.43650134216,0.003336334368214011,0.09787416458129883,0.00033005053410306573,-55.4984130859375,-6.36397487596696e-07,-9.956995654647471e-07
10:28:33,819,46147.4365025369,0.003408813616260886,0.09787583351135254,0.0003325950528960675,-55.4984130859375,-6.36397487596696e-07,-1.003328975457407e-06
10:28:34,3,46147.43650467099,0.0034000398591160774,0.720029354095459,0.0024702392984181643,-55.4984130859375,-6.305695023911539e-07,-1.003328975457407e-06
10:28:34,147,46147.43650633454,0.00346469902433455,0.8731324672698975,0.007347733248025179,-55.4984130859375,-6.305695023911539e-07,-1.003328975457407e-06
10:28:34,291,46147.43650800462,0.003650474827736616,2.484072208404541,0.00906804297119379,-55.4984130859375,-6.305695023911539e-07,-1.003328975457407e-06
10:28:34,515,46147.4365105958,0.003737259190529585,3.251795768737793,0.01225576177239418,-55.4984130859375,-6.305695023911539e-07,-1.003328975457407e-06
10:28:34,619,46147.436511800115,0.0038282396271824837,3.902104377746582,0.015224142000079155,-55.4984130859375,-6.305695023911539e-07,-1.003328975457407e-06
10:28:34,771,46147.43651355935,0.0038726809434592724,3.9020729064941406,0.015111483633518219,-55.4984130859375,-6.305695023911539e-07,-1.003328975457407e-06
10:28:34,914,46147.43651521771,0.0038993838243186474,3.4605140686035156,0.012307613156735897,-55.4984130859375,-6.351471029120148e-07,-9.968227914214367e-07
