Time,Milliseconds,OLE Automation Date,105.1: Error Number,1012.1: CH1 Nom I,1013.1: CH1 Nom U,1020.1: CH1 Act I,1021.1: CH1 Act U,1022.1: CH1 Act P,1044.1: LR1 Temp,1044.2: LR2 Temp,1045.1: HR1 Temp,1045.2: HR2 Temp,1046.1: Differential Voltage,1046.2: Differential Voltage
07:51:10,729,46146.32720752224,0,0.0,0.0,0.004392814822494984,-0.00026172399520874023,-1.1497050991238211e-06,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,-6.572723805220448e-07,-1.0356055781812756e-06
07:51:11,736,46146.32721917132,0,0.0,0.0,0.00465736398473382,-0.007712364196777344,-3.5919285437557846e-05,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,-6.572723805220448e-07,-1.0384666211393778e-06
07:51:12,729,46146.32723065976,0,0.0,0.0,0.004811668768525124,-0.0075566768646240234,-3.611808278947137e-05,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,-6.648805879194697e-07,-1.030053113026952e-06
07:51:13,736,46146.327242325526,0,0.0,0.0,0.004958915989845991,-0.007422924041748047,-3.663551251520403e-05,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,-6.580141302947595e-07,-1.0375553074482013e-06
07:51:14,729,46146.32725381034,0,0.0,0.0,0.00509986886754632,-0.0075609683990478516,-3.855994873447344e-05,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.588617793568119e-07,-1.0480246146471472e-06
07:51:15,736,46146.32726547374,0,0.0,0.0,0.005270576570183039,-0.007519721984863281,-3.963326889788732e-05,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.600698156944418e-07,-1.0432349881739356e-06
07:51:16,729,46146.32727695986,0,0.0,0.0,0.005486679263412952,1.00002920627594,0.005474822595715523,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,-6.624646289310476e-07,-1.0371314829171752e-06
07:51:17,736,46146.32728862109,0,0.0,0.0,0.005640411749482155,1.0000011920928955,0.005624205805361271,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,-6.569968604708265e-07,-1.0405647117295302e-06
07:51:18,728,46146.32730009823,0,0.0,0.0,0.005757141392678022,1.0000221729278564,0.005757268983870745,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,-6.586286644960637e-07,-1.0369619758421322e-06
07:51:19,737,46146.327311774075,0,0.0,0.0,0.005854797549545765,0.9999773502349854,0.005854664836078882,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,-6.56297515888582e-07,-1.0371738881076453e-06
07:51:20,728,46146.32732325179,0,0.0,0.0,0.00594177283346653,0.9999887943267822,0.005889254622161388,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,-6.65516324716009e-07,-1.0359234465795453e-06
