Time,Milliseconds,OLE Automation Date,105.1: Error Number,1012.1: CH1 Nom I,1013.1: CH1 Nom U,1020.1: CH1 Act I,1021.1: CH1 Act U,1022.1: CH1 Act P,1044.1: LR1 Temp,1044.2: LR2 Temp,1045.1: HR1 Temp,1045.2: HR2 Temp,1048.1: HR Temp Differential Input,1048.2: HR Temp Differential Input,1046.1: Differential Voltage,1046.2: Differential Voltage
10:18:14,615,46146.42933582643,0,0.0,0.0,-0.00183620466850698,6.370991468429565e-05,-1.1698444524199658e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.782108243896801e-07,-1.0621388355502859e-06
10:18:15,619,46146.429347449026,0,0.0,0.0,-0.001862907549366355,6.103515625e-05,-1.1370285335488006e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.798850904488063e-07,-1.0461595820743241e-06
10:18:16,622,46146.42935905417,0,0.0,0.0,-0.0017915726639330387,0.0001811981201171875,-3.245259279083257e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.657070912297058e-07,-1.0477701835043263e-06
10:18:17,627,46146.42937069294,0,0.0,0.0,-0.0017803192604333162,9.040534496307373e-05,-1.609503783583932e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.78020114719402e-07,-1.0484484391781734e-06
10:18:18,621,46146.42938218987,0,0.0,0.0,-0.0018220902420580387,3.2044947147369385e-05,-1.9750081037273048e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.767697300347209e-07,-1.0451423122503911e-06
10:18:19,629,46146.429393855266,0,0.0,0.0,-0.0018190385308116674,0.00013389438390731812,-2.435590431559831e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.664276384071854e-07,-1.0469437938809278e-06
10:18:20,621,46146.42940533946,0,0.0,0.0,-0.0018413544166833162,0.00012626498937606812,-2.242310159772387e-08,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.732517476848443e-07,-1.0518181170482421e-06
10:18:21,629,46146.42941700848,0,0.0,0.0,-0.0018600465264171362,0.00011673569679260254,-1.6996546037262306e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,nan,nan,-6.637573619627801e-07,-1.0348214800615096e-06
10:18:22,621,46146.42942849077,0,0.0,0.0,-0.0018270493019372225,8.315593004226685e-05,-1.5192998148449988e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.743325116076448e-07,-1.0487450481377891e-06
10:18:23,629,46146.42944015404,0,0.0,0.0,-0.0018655777676030993,0.00010376423597335815,-1.9358024871962698e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.706450221827254e-07,-1.0479609500180231e-06
10:18:24,632,46146.42945176186,0,0.0,0.0,-0.0018335343338549137,9.651482105255127e-05,-1.8138133839329385e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,nan,nan,-6.704754582642636e-07,-1.0427899042042554e-06
10:18:25,629,46146.42946330581,0,0.0,0.0,-0.0018692017765715718,6.980448961257935e-05,-6.813206887557044e-09,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.625069772780989e-07,-1.0460112207510974e-06
10:18:26,621,46146.42947478234,0,0.0,0.0,-0.0018215180607512593,3.929436206817627e-05,-7.157539272384383e-08,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,nan,nan,-6.74184207127837e-07,-1.039059952745447e-06
10:18:27,629,46146.42948644927,0,0.0,0.0,-0.00184803013689816,3.166496753692627e-05,-5.851781281762669e-08,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.659825544375053e-07,-1.0643005907695624e-06
10:18:28,620,46146.42949792698,0,0.0,0.0,-0.0018566132057458162,0.00015030056238174438,-1.0416152207426421e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.64732226596243e-07,-1.0502285476832185e-06
10:18:29,628,46146.42950958714,0,0.0,0.0,-0.0017972947098314762,2.7082860469818115e-05,-1.2565794804686448e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,nan,nan,-6.72997430228861e-07,-1.0419209957035491e-06
10:18:30,620,46146.42952107359,0,0.0,0.0,-0.0018693924648687243,0.00013313442468643188,-2.488804966560565e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.763458486602758e-07,-1.0477277783138561e-06
10:18:31,627,46146.429532729555,0,0.0,0.0,-0.001832008478231728,3.7007033824920654e-05,-6.779720251870458e-08,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.652620072600257e-07,-1.0451423122503911e-06
10:18:32,623,46146.429544248356,0,0.0,0.0,-0.0018072129460051656,7.477402687072754e-05,-8.37207210224733e-08,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.693946374980442e-07,-1.0516060910958913e-06
10:18:33,628,46146.429555886585,0,0.0,0.0,-0.0018079758156090975,-2.1360814571380615e-05,3.9393942330434584e-08,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.749047543053166e-07,-1.050758442033839e-06
10:18:34,628,46146.429567455714,0,0.0,0.0,-0.0018388748867437243,1.601874828338623e-05,-1.237640532281148e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.701151846755238e-07,-1.043129032041179e-06
