Time,Milliseconds,OLE Automation Date,105.1: Error Number,1012.1: CH1 Nom I,1013.1: CH1 Nom U,1020.1: CH1 Act I,1021.1: CH1 Act U,1022.1: CH1 Act P,1044.1: LR1 Temp,1044.2: LR2 Temp,1045.1: HR1 Temp,1045.2: HR2 Temp,1048.1: HR Temp Differential Input,1048.2: HR Temp Differential Input,1046.1: Differential Voltage,1046.2: Differential Voltage
09:55:08,161,46146.41328891116,0,0.0,0.0,-0.00178699498064816,1.029670238494873e-05,-1.8400156065467854e-08,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.613837513214094e-07,-1.0478125886947964e-06
09:55:09,165,46146.41330052947,0,0.0,0.0,-0.0017934800125658512,0.00012473762035369873,-2.237144229866317e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.669998811048572e-07,-1.0474947202965268e-06
09:55:10,188,46146.4133123681,0,0.0,0.0,-0.0017795563908293843,0.0001010894775390625,-1.3959652989115057e-08,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.623586159548722e-07,-1.0512246717553353e-06
09:55:11,194,46146.41332400781,0,0.0,0.0,-0.001770973321981728,0.000125885009765625,-2.592115606603329e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.597518904527533e-07,-1.046731767928577e-06
09:55:12,186,46146.413335489204,0,0.0,0.0,-0.0018173218704760075,7.2479248046875e-05,-1.3171812440759822e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,nan,nan,-6.652620072600257e-07,-1.0319604371034075e-06
09:55:13,194,46146.413347161884,0,0.0,0.0,-0.0017787934048101306,3.662705421447754e-05,-6.515196560030745e-08,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,nan,nan,-6.646050678682514e-07,-1.049338493430696e-06
09:55:14,186,46146.41335864479,0,0.0,0.0,-0.001792526338249445,-3.62396240234375e-05,-2.676263761713926e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,nan,nan,-6.621890520364104e-07,-1.0425779919387423e-06
09:55:15,194,46146.41337031128,0,0.0,0.0,-0.0017627717461436987,0.0001201629638671875,-2.1181988074658875e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,nan,nan,-6.632063787037623e-07,-1.0424296306155156e-06
09:55:16,187,46146.41338179401,0,0.0,0.0,-0.0018051147926598787,0.00013808906078338623,-2.5042550078069326e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,nan,nan,-6.717046403537097e-07,-1.0404374961581198e-06
09:55:17,195,46146.41339346066,0,0.0,0.0,-0.00180397043004632,0.00010909885168075562,-1.618815304027521e-07,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,nan,nan,-6.708145861011872e-07,-1.0425567325000884e-06
09:55:18,187,46146.413404945044,0,0.0,0.0,-0.001778602716512978,4.5746564865112305e-06,-8.136496809640903e-09,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,nan,nan,-6.581200864275161e-07,-1.041645418808912e-06
