Time,Milliseconds,OLE Automation Date,105.1: Error Number,1012.1: CH1 Nom I,1013.1: CH1 Nom U,1020.1: CH1 Act I,1021.1: CH1 Act U,1022.1: CH1 Act P,1044.1: LR1 Temp,1044.2: LR2 Temp,1045.1: HR1 Temp,1045.2: HR2 Temp,1046.1: Differential Voltage,1046.2: Differential Voltage
08:25:42,14,46146.35118072037,0,0.0,0.0,0.008784675970673561,0.9999945163726807,0.008784627541899681,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,-6.699244750052458e-07,-1.041094492393313e-06
08:25:43,23,46146.35119240172,0,0.0,0.0,0.008728791028261185,0.9999911785125732,0.008767050690948963,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.687800464533211e-07,-1.0550605793469003e-06
08:25:44,15,46146.35120388528,0,0.0,0.0,0.008798599243164062,0.9999817609786987,0.008798439055681229,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.752861736458726e-07,-1.0463926400916534e-06
08:25:45,21,46146.35121553044,0,0.0,0.0,0.008783150464296341,1.0000061988830566,0.008783204481005669,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.579081173185841e-07,-1.0567559911578428e-06
08:25:46,15,46146.35122703246,0,0.0,0.0,0.008756828494369984,1.0000066757202148,0.008756887167692184,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.723192313984327e-07,-1.0503133580641588e-06
08:25:47,21,46146.3512386788,0,0.0,0.0,0.008794212713837624,1.000001072883606,0.008704767562448978,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,-6.674873134215886e-07,-1.0402043244539527e-06
08:25:48,15,46146.351250184285,0,0.0,0.0,0.00879364088177681,1.0000247955322266,0.00867949053645134,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.638633180955367e-07,-1.0528141274335212e-06
08:25:49,22,46146.35126183384,0,0.0,0.0,0.008752441965043545,0.9999890327453613,0.008743762969970703,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.747351903868548e-07,-1.0484484391781734e-06
08:25:50,15,46146.351273329456,0,0.0,0.0,0.008771706372499466,1.0000061988830566,0.008771760389208794,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.774690746169654e-07,-1.045163571689045e-06
08:25:51,20,46146.35128496504,0,0.0,0.0,0.008747482672333717,0.9999969005584717,0.008759853430092335,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.724463901264244e-07,-1.0505888212719583e-06
08:25:52,14,46146.351296467066,0,0.0,0.0,0.008728218264877796,1.000015139579773,0.008760423399508,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.675085160168237e-07,-1.0534074590395903e-06
08:25:53,22,46146.351308125464,0,0.0,0.0,0.008762169629335403,0.9999970197677612,0.00873620342463255,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.799486413910927e-07,-1.0555268090683967e-06
08:25:54,14,46146.35131961249,0,0.0,0.0,0.008734703063964844,0.9999957084655762,0.008734665811061859,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.739934406141401e-07,-1.055590360010683e-06
08:25:55,22,46146.35133127604,0,0.0,0.0,0.008782386779785156,0.9999864101409912,0.008762050420045853,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.679323405478499e-07,-1.041645418808912e-06
08:25:56,14,46146.351342764494,0,0.0,0.0,0.008803749457001686,1.000012993812561,0.008759268559515476,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,-6.661945235464373e-07,-1.041645418808912e-06
08:25:57,22,46146.35135442146,0,0.0,0.0,0.008755683898925781,1.0000015497207642,0.008778396062552929,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.668515197816305e-07,-1.0509279491088819e-06
08:25:58,14,46146.35136590976,0,0.0,0.0,0.008753967471420765,0.9999872446060181,0.008753855712711811,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.658766551481676e-07,-1.0434044952489785e-06
08:25:59,22,46146.35137756954,0,0.0,0.0,0.008753776550292969,1.0,0.008750534616410732,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.743537142028799e-07,-1.0564592685113894e-06
08:26:00,15,46146.35138907193,0,0.0,0.0,0.008757973089814186,1.0000088214874268,0.008778649382293224,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.72573548854416e-07,-1.0474311693542404e-06
08:26:01,23,46146.35140073764,0,0.0,0.0,0.008788108825683594,1.0000122785568237,0.008714907802641392,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.836573334112472e-07,-1.0459900749992812e-06
08:26:02,15,46146.35141221399,0,0.0,0.0,0.008789253421127796,0.9999923706054688,0.008757524192333221,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.727007075824076e-07,-1.0488087127669132e-06
