Time,Milliseconds,OLE Automation Date,105.1: Error Number,1012.1: CH1 Nom I,1013.1: CH1 Nom U,1020.1: CH1 Act I,1021.1: CH1 Act U,1022.1: CH1 Act P,1044.1: LR1 Temp,1044.2: LR2 Temp,1046.1: Differential Voltage,1046.2: Differential Voltage
11:33:57,317,46146.4819133983,0,0.0,0.0,-0.001708602998405695,-0.0016565322875976562,2.830355924743344e-06,-55.4984130859375,-55.4984130859375,-6.837844921392389e-07,-1.0476219358679373e-06
11:33:58,307,46146.48192485513,0,0.0,0.0,-0.0014863968826830387,-0.0053768157958984375,7.668008947803173e-06,-55.4984130859375,-55.4984130859375,-6.812625770180603e-07,-1.0404587555967737e-06
11:33:59,317,46146.481936543874,0,0.0,0.0,-0.001385688898153603,-0.0055887699127197266,7.297989213839173e-06,-55.4984130859375,-55.4984130859375,-6.681018476228928e-07,-1.0430442216602387e-06
11:34:00,312,46146.481948058696,0,0.0,0.0,-0.0012277603382244706,-0.005120515823364258,6.332897100946866e-06,-55.4984130859375,-55.4984130859375,-6.693098271171039e-07,-1.0461807278261404e-06
11:34:01,315,46146.48195966805,0,0.0,0.0,-0.00099353794939816,-0.005520820617675781,5.485144811245846e-06,-55.4984130859375,-55.4984130859375,-6.713020184179186e-07,-1.0477701835043263e-06
11:34:02,308,46146.48197116644,0,0.0,0.0,-0.0008270263788290322,-0.005547285079956055,5.0300373004574794e-06,-55.4984130859375,-55.4984130859375,-6.730185759806773e-07,-1.0384454753875616e-06
11:34:03,317,46146.48198283915,0,0.0,0.0,-0.0006607056129723787,0.999995231628418,-0.0006729094893671572,-55.4984130859375,-55.4984130859375,-6.715139306834317e-07,-1.0446760825288948e-06
11:34:04,308,46146.48199430947,0,0.0,0.0,-0.0005201339954510331,1.0000039339065552,-0.0005201360327191651,-55.4984130859375,-55.4984130859375,-6.646474730587215e-07,-1.0399712664366234e-06
11:34:05,317,46146.48200598493,0,0.0,0.0,-0.0003936767752747983,1.0000072717666626,-0.00039367962745018303,-55.4984130859375,-55.4984130859375,-6.750107104380731e-07,-1.0412852589070098e-06
11:34:06,311,46146.482017496375,0,0.0,0.0,-0.0002801895316224545,0.9999880790710449,-0.00030002236599102616,-55.4984130859375,-55.4984130859375,-6.731881398991391e-07,-1.038657273966237e-06
11:34:07,316,46146.48202912401,0,0.0,0.0,-0.00024147034855559468,0.9999587535858154,-0.0002466272853780538,-55.4984130859375,-55.4984130859375,-6.642447942795116e-07,-1.0438707249704748e-06
11:34:08,308,46146.48204060479,0,0.0,0.0,-0.00011520386033225805,1.0000147819519043,-0.00011520556290633976,-55.4984130859375,-55.4984130859375,-6.68737641262851e-07,-1.0404163504063035e-06
11:34:09,316,46146.482052274805,0,0.0,0.0,9.670257713878527e-05,2.000028610229492,0.00019340791914146394,-55.4984130859375,-55.4984130859375,-6.721073191329197e-07,-1.0426416565678664e-06
11:34:10,308,46146.482063757154,0,0.0,0.0,0.00011768341937568039,1.999979019165039,0.00024718980421312153,-55.4984130859375,-55.4984130859375,-6.679959483335551e-07,-1.0450576155562885e-06
11:34:11,317,46146.482075429456,0,0.0,0.0,0.00018920899310614914,2.000009536743164,0.00045127852354198694,-55.4984130859375,-55.4984130859375,-6.696913601444976e-07,-1.0351817536502494e-06
11:34:12,308,46146.48208690637,0,0.0,0.0,0.0002815246698446572,2.000021457672119,0.0005630553932860494,-55.4984130859375,-55.4984130859375,-6.6290959921389e-07,-1.0351817536502494e-06
11:34:13,316,46146.482098569,0,0.0,0.0,0.0003276825009379536,1.9999960660934448,0.0006553637213073671,-55.4984130859375,-55.4984130859375,-6.686528877253295e-07,-1.0434256410007947e-06
11:34:14,309,46146.48211005995,0,0.0,0.0,0.00037803652230650187,1.9999741315841675,0.0007701774593442678,-55.4984130859375,-55.4984130859375,-6.817924145252618e-07,-1.030031853588298e-06
11:34:15,317,46146.48212173032,0,0.0,0.0,0.00024471283541060984,-0.006888151168823242,-1.7606453184271231e-06,-55.4984130859375,-55.4984130859375,-6.718953500239877e-07,-1.0414547659820528e-06
11:34:16,314,46146.482133268146,0,0.0,0.0,0.00025272369384765625,-0.007337808609008789,-1.8544380964158336e-06,-55.4984130859375,-55.4984130859375,-6.798214258196822e-07,-1.0464987099112477e-06
11:34:17,316,46146.48214487243,0,0.0,0.0,0.00029277801513671875,-0.006794929504394531,-1.989405973290559e-06,-55.4984130859375,-55.4984130859375,-6.785286927879497e-07,-1.0502922123123426e-06
