Time,Milliseconds,OLE Automation Date,105.1: Error Number,1012.1: CH1 Nom I,1013.1: CH1 Nom U,1020.1: CH1 Act I,1021.1: CH1 Act U,1022.1: CH1 Act P,1044.1: LR1 Temp,1044.2: LR2 Temp,1046.1: Differential Voltage,1046.2: Differential Voltage
12:24:45,792,46146.51719666764,0,0.0,0.0,-9.346009028377011e-05,-0.0036739110946655273,1.1211887418483002e-08,-55.4984130859375,-55.4984130859375,-6.769392371097638e-07,-1.05618380530359e-06
12:24:46,0,46146.51719907589,0,0.0,0.0,0.00023288727970793843,2.618058681488037,0.0005298157338984311,-55.4984130859375,-55.4984130859375,-6.769392371097638e-07,-1.05618380530359e-06
12:24:46,236,46146.51720181662,0,0.0,0.0,0.0004289627249818295,3.1755642890930176,0.0012798247626051307,-55.4984130859375,-55.4984130859375,-6.769392371097638e-07,-1.05618380530359e-06
12:24:46,480,46146.51720463536,0,0.0,0.0,0.00036048892070539296,3.499739646911621,0.0011841809609904885,-55.4984130859375,-55.4984130859375,-6.769392371097638e-07,-1.05618380530359e-06
12:24:46,688,46146.517207047254,0,0.0,0.0,0.0003829956112895161,3.8949451446533203,0.0013739243149757385,-55.4984130859375,-55.4984130859375,-6.95059043209767e-07,-1.0603164355416084e-06
12:24:46,960,46146.517210196085,0,0.0,0.0,0.0003713608020916581,3.973083257675171,0.0015686056576669216,-55.4984130859375,-55.4984130859375,-6.95059043209767e-07,-1.0603164355416084e-06
12:24:47,168,46146.517212600236,0,0.0,0.0,0.00044212344801053405,3.90429949760437,0.0017490345053374767,-55.4984130859375,-55.4984130859375,-6.95059043209767e-07,-1.0603164355416084e-06
12:24:47,473,46146.51721613316,0,0.0,0.0,0.00038948061410337687,3.6180825233459473,0.0014174298848956823,-55.4984130859375,-55.4984130859375,-6.95059043209767e-07,-1.0603164355416084e-06
12:24:47,696,46146.517218709276,0,0.0,0.0,0.0005405426491051912,3.17667293548584,0.0018201159546151757,-55.4984130859375,-55.4984130859375,-6.838480999249441e-07,-1.0690689578041201e-06
12:24:47,904,46146.51722111737,0,0.0,0.0,0.0004358291917014867,2.61806583404541,0.0011764629743993282,-55.4984130859375,-55.4984130859375,-6.838480999249441e-07,-1.0690689578041201e-06
12:24:48,192,46146.51722444692,0,0.0,0.0,0.0004287719784770161,2.0000054836273193,0.0009582546190358698,-55.4984130859375,-55.4984130859375,-6.838480999249441e-07,-1.0690689578041201e-06
12:24:48,400,46146.5172268563,0,0.0,0.0,0.0004379272577352822,1.4297946691513062,0.0005690917023457587,-55.4984130859375,-55.4984130859375,-6.838480999249441e-07,-1.0690689578041201e-06
12:24:48,720,46146.51723056066,0,0.0,0.0,0.0004327774222474545,0.8674323558807373,0.00036621789331547916,-55.4984130859375,-55.4984130859375,-6.839540560577007e-07,-1.0565440788923297e-06
12:24:48,928,46146.51723297063,0,0.0,0.0,0.00043678286601789296,0.39003491401672363,0.00016333894745912403,-55.4984130859375,-55.4984130859375,-6.839540560577007e-07,-1.0565440788923297e-06
12:24:49,184,46146.517235931475,0,0.0,0.0,0.0004192352353129536,0.09790349006652832,4.23517485614866e-05,-55.4984130859375,-55.4984130859375,-6.839540560577007e-07,-1.0565440788923297e-06
12:24:49,424,46146.517238705324,0,0.0,0.0,0.0004224777512717992,0.0,0.0,-55.4984130859375,-55.4984130859375,-6.839540560577007e-07,-1.0565440788923297e-06
12:24:49,632,46146.517241117144,0,0.0,0.0,0.0004873276047874242,0.09789443016052246,4.99099405715242e-05,-55.4984130859375,-55.4984130859375,-6.835302315266745e-07,-1.0600195992083172e-06
12:24:49,905,46146.51724427259,0,0.0,0.0,0.0004928589332848787,0.3819713592529297,0.00021281020599417388,-55.4984130859375,-55.4984130859375,-6.835302315266745e-07,-1.0600195992083172e-06
12:24:50,113,46146.51724668133,0,0.0,0.0,0.0005168914794921875,0.8244209289550781,0.00047268092748709023,-55.4984130859375,-55.4984130859375,-6.835302315266745e-07,-1.0600195992083172e-06
12:24:50,388,46146.51724986459,0,0.0,0.0,0.0006435394752770662,1.3819580078125,0.0008893445483408868,-55.4984130859375,-55.4984130859375,-6.835302315266745e-07,-1.0600195992083172e-06
12:24:50,608,46146.51725240992,0,0.0,0.0,0.0007591248140670359,1.9999862909317017,0.0015182392671704292,-55.4984130859375,-55.4984130859375,-6.947199722162622e-07,-1.0600195992083172e-06
