Timestamp,Temperature
2025-12-11 12:09:12,20.51
2025-12-11 12:33:44,20.62
2025-12-11 12:33:55,20.63
2025-12-11 12:34:07,20.63
2025-12-11 12:34:18,20.63
2025-12-11 12:34:30,20.63
2025-12-11 12:34:41,20.65
2025-12-11 12:34:54,20.63
2025-12-11 12:35:06,20.66
2025-12-11 12:35:17,20.64
2025-12-11 12:35:29,20.66
2025-12-11 12:35:40,20.64
2025-12-11 12:35:51,20.66
2025-12-11 12:36:02,20.64
2025-12-11 12:36:13,20.61
